image,full_path,category,tier,class
view_vulnerable_1562290823_10_3_335+VALLEJO+ST+SAN+FRANCISCO+Permit-Submitted-CFC-Required-by-9-15-19.jpg,C:\Users\Anton\OneDrive\GitHub\eqanalytics\Data\Street_View_Images/vulnerable/Permit-Submitted-CFC-Required-by-9-15-19\view_vulnerable_1562290823_10_3_335+VALLEJO+ST+SAN+FRANCISCO+Permit-Submitted-CFC-Required-by-9-15-19.jpg,Permit-Submitted-CFC-Required-by-9-15-19,3,vulnerable
view_vulnerable_1562290823_10_3_67+FRESNO+ST+SAN+FRANCISCO+Permit-Submitted-CFC-Required-by-9-15-19.jpg,C:\Users\Anton\OneDrive\GitHub\eqanalytics\Data\Street_View_Images/vulnerable/Permit-Submitted-CFC-Required-by-9-15-19\view_vulnerable_1562290823_10_3_67+FRESNO+ST+SAN+FRANCISCO+Permit-Submitted-CFC-Required-by-9-15-19.jpg,Permit-Submitted-CFC-Required-by-9-15-19,3,vulnerable
view_vulnerable_1562290823_10_3_511+VALLEJO+ST+SAN+FRANCISCO+Permit-Submitted-CFC-Required-by-9-15-19.jpg,C:\Users\Anton\OneDrive\GitHub\eqanalytics\Data\Street_View_Images/vulnerable/Permit-Submitted-CFC-Required-by-9-15-19\view_vulnerable_1562290823_10_3_511+VALLEJO+ST+SAN+FRANCISCO+Permit-Submitted-CFC-Required-by-9-15-19.jpg,Permit-Submitted-CFC-Required-by-9-15-19,3,vulnerable
view_vulnerable_1562290823_10_3_20+ROMOLO+ST+SAN+FRANCISCO+Permit-Submitted-CFC-Required-by-9-15-19.jpg,C:\Users\Anton\OneDrive\GitHub\eqanalytics\Data\Street_View_Images/vulnerable/Permit-Submitted-CFC-Required-by-9-15-19\view_vulnerable_1562290823_10_3_20+ROMOLO+ST+SAN+FRANCISCO+Permit-Submitted-CFC-Required-by-9-15-19.jpg,Permit-Submitted-CFC-Required-by-9-15-19,3,vulnerable
view_vulnerable_1562290823_10_3_75+FRESNO+ST+SAN+FRANCISCO+Permit-Submitted-CFC-Required-by-9-15-19.jpg,C:\Users\Anton\OneDrive\GitHub\eqanalytics\Data\Street_View_Images/vulnerable/Permit-Submitted-CFC-Required-by-9-15-19\view_vulnerable_1562290823_10_3_75+FRESNO+ST+SAN+FRANCISCO+Permit-Submitted-CFC-Required-by-9-15-19.jpg,Permit-Submitted-CFC-Required-by-9-15-19,3,vulnerable
view_vulnerable_1562290823_10_3_1151+KEARNY+ST+SAN+FRANCISCO+Permit-Submitted-CFC-Required-by-9-15-19.jpg,C:\Users\Anton\OneDrive\GitHub\eqanalytics\Data\Street_View_Images/vulnerable/Permit-Submitted-CFC-Required-by-9-15-19\view_vulnerable_1562290823_10_3_1151+KEARNY+ST+SAN+FRANCISCO+Permit-Submitted-CFC-Required-by-9-15-19.jpg,Permit-Submitted-CFC-Required-by-9-15-19,3,vulnerable
view_vulnerable_1562290823_10_3_1127+KEARNY+ST+SAN+FRANCISCO+Permit-Submitted-CFC-Required-by-9-15-19.jpg,C:\Users\Anton\OneDrive\GitHub\eqanalytics\Data\Street_View_Images/vulnerable/Permit-Submitted-CFC-Required-by-9-15-19\view_vulnerable_1562290823_10_3_1127+KEARNY+ST+SAN+FRANCISCO+Permit-Submitted-CFC-Required-by-9-15-19.jpg,Permit-Submitted-CFC-Required-by-9-15-19,3,vulnerable
view_vulnerable_1562290823_10_3_870+BROADWAY++SAN+FRANCISCO+Permit-Submitted-CFC-Required-by-9-15-19.jpg,C:\Users\Anton\OneDrive\GitHub\eqanalytics\Data\Street_View_Images/vulnerable/Permit-Submitted-CFC-Required-by-9-15-19\view_vulnerable_1562290823_10_3_870+BROADWAY++SAN+FRANCISCO+Permit-Submitted-CFC-Required-by-9-15-19.jpg,Permit-Submitted-CFC-Required-by-9-15-19,3,vulnerable
view_vulnerable_1562290823_10_3_821+VALLEJO+ST+SAN+FRANCISCO+Permit-Submitted-CFC-Required-by-9-15-19.jpg,C:\Users\Anton\OneDrive\GitHub\eqanalytics\Data\Street_View_Images/vulnerable/Permit-Submitted-CFC-Required-by-9-15-19\view_vulnerable_1562290823_10_3_821+VALLEJO+ST+SAN+FRANCISCO+Permit-Submitted-CFC-Required-by-9-15-19.jpg,Permit-Submitted-CFC-Required-by-9-15-19,3,vulnerable
view_vulnerable_1562290823_10_3_1632+TAYLOR+ST+SAN+FRANCISCO+Permit-Submitted-CFC-Required-by-9-15-19.jpg,C:\Users\Anton\OneDrive\GitHub\eqanalytics\Data\Street_View_Images/vulnerable/Permit-Submitted-CFC-Required-by-9-15-19\view_vulnerable_1562290823_10_3_1632+TAYLOR+ST+SAN+FRANCISCO+Permit-Submitted-CFC-Required-by-9-15-19.jpg,Permit-Submitted-CFC-Required-by-9-15-19,3,vulnerable
view_vulnerable_1562290823_10_3_1700+JONES+ST+SAN+FRANCISCO+Permit-Submitted-CFC-Required-by-9-15-19.jpg,C:\Users\Anton\OneDrive\GitHub\eqanalytics\Data\Street_View_Images/vulnerable/Permit-Submitted-CFC-Required-by-9-15-19\view_vulnerable_1562290823_10_3_1700+JONES+ST+SAN+FRANCISCO+Permit-Submitted-CFC-Required-by-9-15-19.jpg,Permit-Submitted-CFC-Required-by-9-15-19,3,vulnerable
view_vulnerable_1562290823_10_3_1+FLORENCE+ST+SAN+FRANCISCO+Permit-Submitted-CFC-Required-by-9-15-19.jpg,C:\Users\Anton\OneDrive\GitHub\eqanalytics\Data\Street_View_Images/vulnerable/Permit-Submitted-CFC-Required-by-9-15-19\view_vulnerable_1562290823_10_3_1+FLORENCE+ST+SAN+FRANCISCO+Permit-Submitted-CFC-Required-by-9-15-19.jpg,Permit-Submitted-CFC-Required-by-9-15-19,3,vulnerable
view_vulnerable_1562290823_10_3_1748+HYDE+ST+SAN+FRANCISCO+Permit-Submitted-CFC-Required-by-9-15-19.jpg,C:\Users\Anton\OneDrive\GitHub\eqanalytics\Data\Street_View_Images/vulnerable/Permit-Submitted-CFC-Required-by-9-15-19\view_vulnerable_1562290823_10_3_1748+HYDE+ST+SAN+FRANCISCO+Permit-Submitted-CFC-Required-by-9-15-19.jpg,Permit-Submitted-CFC-Required-by-9-15-19,3,vulnerable
view_vulnerable_1562290823_10_3_1730+HYDE+ST+SAN+FRANCISCO+Permit-Submitted-CFC-Required-by-9-15-19.jpg,C:\Users\Anton\OneDrive\GitHub\eqanalytics\Data\Street_View_Images/vulnerable/Permit-Submitted-CFC-Required-by-9-15-19\view_vulnerable_1562290823_10_3_1730+HYDE+ST+SAN+FRANCISCO+Permit-Submitted-CFC-Required-by-9-15-19.jpg,Permit-Submitted-CFC-Required-by-9-15-19,3,vulnerable
view_vulnerable_1562290823_10_3_1717+LEAVENWORTH+ST+SAN+FRANCISCO+Permit-Submitted-CFC-Required-by-9-15-19.jpg,C:\Users\Anton\OneDrive\GitHub\eqanalytics\Data\Street_View_Images/vulnerable/Permit-Submitted-CFC-Required-by-9-15-19\view_vulnerable_1562290823_10_3_1717+LEAVENWORTH+ST+SAN+FRANCISCO+Permit-Submitted-CFC-Required-by-9-15-19.jpg,Permit-Submitted-CFC-Required-by-9-15-19,3,vulnerable
view_vulnerable_1562290823_10_3_1735+HYDE+ST+SAN+FRANCISCO+Permit-Submitted-CFC-Required-by-9-15-19.jpg,C:\Users\Anton\OneDrive\GitHub\eqanalytics\Data\Street_View_Images/vulnerable/Permit-Submitted-CFC-Required-by-9-15-19\view_vulnerable_1562290823_10_3_1735+HYDE+ST+SAN+FRANCISCO+Permit-Submitted-CFC-Required-by-9-15-19.jpg,Permit-Submitted-CFC-Required-by-9-15-19,3,vulnerable
view_vulnerable_1562290823_10_3_1705+HYDE+ST+SAN+FRANCISCO+Permit-Submitted-CFC-Required-by-9-15-19.jpg,C:\Users\Anton\OneDrive\GitHub\eqanalytics\Data\Street_View_Images/vulnerable/Permit-Submitted-CFC-Required-by-9-15-19\view_vulnerable_1562290823_10_3_1705+HYDE+ST+SAN+FRANCISCO+Permit-Submitted-CFC-Required-by-9-15-19.jpg,Permit-Submitted-CFC-Required-by-9-15-19,3,vulnerable
view_vulnerable_1562290823_10_3_1767+HYDE+ST+SAN+FRANCISCO+Permit-Submitted-CFC-Required-by-9-15-19.jpg,C:\Users\Anton\OneDrive\GitHub\eqanalytics\Data\Street_View_Images/vulnerable/Permit-Submitted-CFC-Required-by-9-15-19\view_vulnerable_1562290823_10_3_1767+HYDE+ST+SAN+FRANCISCO+Permit-Submitted-CFC-Required-by-9-15-19.jpg,Permit-Submitted-CFC-Required-by-9-15-19,3,vulnerable
view_vulnerable_1562290823_10_3_1637+HYDE+ST+SAN+FRANCISCO+Permit-Submitted-CFC-Required-by-9-15-19.jpg,C:\Users\Anton\OneDrive\GitHub\eqanalytics\Data\Street_View_Images/vulnerable/Permit-Submitted-CFC-Required-by-9-15-19\view_vulnerable_1562290823_10_3_1637+HYDE+ST+SAN+FRANCISCO+Permit-Submitted-CFC-Required-by-9-15-19.jpg,Permit-Submitted-CFC-Required-by-9-15-19,3,vulnerable
view_vulnerable_1562290823_10_3_1430+PACIFIC+AV+SAN+FRANCISCO+Permit-Submitted-CFC-Required-by-9-15-19.jpg,C:\Users\Anton\OneDrive\GitHub\eqanalytics\Data\Street_View_Images/vulnerable/Permit-Submitted-CFC-Required-by-9-15-19\view_vulnerable_1562290823_10_3_1430+PACIFIC+AV+SAN+FRANCISCO+Permit-Submitted-CFC-Required-by-9-15-19.jpg,Permit-Submitted-CFC-Required-by-9-15-19,3,vulnerable
view_vulnerable_1562290823_10_3_1324+PACIFIC+AV+SAN+FRANCISCO+Permit-Submitted-CFC-Required-by-9-15-19.jpg,C:\Users\Anton\OneDrive\GitHub\eqanalytics\Data\Street_View_Images/vulnerable/Permit-Submitted-CFC-Required-by-9-15-19\view_vulnerable_1562290823_10_3_1324+PACIFIC+AV+SAN+FRANCISCO+Permit-Submitted-CFC-Required-by-9-15-19.jpg,Permit-Submitted-CFC-Required-by-9-15-19,3,vulnerable
view_vulnerable_1562290823_10_3_1661+LEAVENWORTH+ST+SAN+FRANCISCO+Permit-Submitted-CFC-Required-by-9-15-19.jpg,C:\Users\Anton\OneDrive\GitHub\eqanalytics\Data\Street_View_Images/vulnerable/Permit-Submitted-CFC-Required-by-9-15-19\view_vulnerable_1562290823_10_3_1661+LEAVENWORTH+ST+SAN+FRANCISCO+Permit-Submitted-CFC-Required-by-9-15-19.jpg,Permit-Submitted-CFC-Required-by-9-15-19,3,vulnerable
view_vulnerable_1562290823_10_3_1245+BROADWAY++SAN+FRANCISCO+Permit-Submitted-CFC-Required-by-9-15-19.jpg,C:\Users\Anton\OneDrive\GitHub\eqanalytics\Data\Street_View_Images/vulnerable/Permit-Submitted-CFC-Required-by-9-15-19\view_vulnerable_1562290823_10_3_1245+BROADWAY++SAN+FRANCISCO+Permit-Submitted-CFC-Required-by-9-15-19.jpg,Permit-Submitted-CFC-Required-by-9-15-19,3,vulnerable
view_vulnerable_1562290823_10_3_1243+BROADWAY+ST+SAN+FRANCISCO+Permit-Submitted-CFC-Required-by-9-15-19.jpg,C:\Users\Anton\OneDrive\GitHub\eqanalytics\Data\Street_View_Images/vulnerable/Permit-Submitted-CFC-Required-by-9-15-19\view_vulnerable_1562290823_10_3_1243+BROADWAY+ST+SAN+FRANCISCO+Permit-Submitted-CFC-Required-by-9-15-19.jpg,Permit-Submitted-CFC-Required-by-9-15-19,3,vulnerable
view_vulnerable_1562290823_10_3_1620+LEAVENWORTH+ST+SAN+FRANCISCO+Permit-Submitted-CFC-Required-by-9-15-19.jpg,C:\Users\Anton\OneDrive\GitHub\eqanalytics\Data\Street_View_Images/vulnerable/Permit-Submitted-CFC-Required-by-9-15-19\view_vulnerable_1562290823_10_3_1620+LEAVENWORTH+ST+SAN+FRANCISCO+Permit-Submitted-CFC-Required-by-9-15-19.jpg,Permit-Submitted-CFC-Required-by-9-15-19,3,vulnerable
view_vulnerable_1562290823_10_3_1655+JONES+ST+SAN+FRANCISCO+Permit-Submitted-CFC-Required-by-9-15-19.jpg,C:\Users\Anton\OneDrive\GitHub\eqanalytics\Data\Street_View_Images/vulnerable/Permit-Submitted-CFC-Required-by-9-15-19\view_vulnerable_1562290823_10_3_1655+JONES+ST+SAN+FRANCISCO+Permit-Submitted-CFC-Required-by-9-15-19.jpg,Permit-Submitted-CFC-Required-by-9-15-19,3,vulnerable
view_vulnerable_1562290823_10_3_1656+LEAVENWORTH+ST+SAN+FRANCISCO+Permit-Submitted-CFC-Required-by-9-15-19.jpg,C:\Users\Anton\OneDrive\GitHub\eqanalytics\Data\Street_View_Images/vulnerable/Permit-Submitted-CFC-Required-by-9-15-19\view_vulnerable_1562290823_10_3_1656+LEAVENWORTH+ST+SAN+FRANCISCO+Permit-Submitted-CFC-Required-by-9-15-19.jpg,Permit-Submitted-CFC-Required-by-9-15-19,3,vulnerable
view_vulnerable_1562290823_10_3_1615+JONES+ST+SAN+FRANCISCO+Permit-Submitted-CFC-Required-by-9-15-19.jpg,C:\Users\Anton\OneDrive\GitHub\eqanalytics\Data\Street_View_Images/vulnerable/Permit-Submitted-CFC-Required-by-9-15-19\view_vulnerable_1562290823_10_3_1615+JONES+ST+SAN+FRANCISCO+Permit-Submitted-CFC-Required-by-9-15-19.jpg,Permit-Submitted-CFC-Required-by-9-15-19,3,vulnerable
view_vulnerable_1562290823_10_3_1513+TAYLOR+ST+SAN+FRANCISCO+Permit-Submitted-CFC-Required-by-9-15-19.jpg,C:\Users\Anton\OneDrive\GitHub\eqanalytics\Data\Street_View_Images/vulnerable/Permit-Submitted-CFC-Required-by-9-15-19\view_vulnerable_1562290823_10_3_1513+TAYLOR+ST+SAN+FRANCISCO+Permit-Submitted-CFC-Required-by-9-15-19.jpg,Permit-Submitted-CFC-Required-by-9-15-19,3,vulnerable
view_vulnerable_1562290823_10_3_1046+PACIFIC+AV+SAN+FRANCISCO+Permit-Submitted-CFC-Required-by-9-15-19.jpg,C:\Users\Anton\OneDrive\GitHub\eqanalytics\Data\Street_View_Images/vulnerable/Permit-Submitted-CFC-Required-by-9-15-19\view_vulnerable_1562290823_10_3_1046+PACIFIC+AV+SAN+FRANCISCO+Permit-Submitted-CFC-Required-by-9-15-19.jpg,Permit-Submitted-CFC-Required-by-9-15-19,3,vulnerable
view_vulnerable_1562290823_10_3_1534+TAYLOR+ST+SAN+FRANCISCO+Permit-Submitted-CFC-Required-by-9-15-19.jpg,C:\Users\Anton\OneDrive\GitHub\eqanalytics\Data\Street_View_Images/vulnerable/Permit-Submitted-CFC-Required-by-9-15-19\view_vulnerable_1562290823_10_3_1534+TAYLOR+ST+SAN+FRANCISCO+Permit-Submitted-CFC-Required-by-9-15-19.jpg,Permit-Submitted-CFC-Required-by-9-15-19,3,vulnerable
view_vulnerable_1562290823_10_3_1508+TAYLOR+ST+SAN+FRANCISCO+Permit-Submitted-CFC-Required-by-9-15-19.jpg,C:\Users\Anton\OneDrive\GitHub\eqanalytics\Data\Street_View_Images/vulnerable/Permit-Submitted-CFC-Required-by-9-15-19\view_vulnerable_1562290823_10_3_1508+TAYLOR+ST+SAN+FRANCISCO+Permit-Submitted-CFC-Required-by-9-15-19.jpg,Permit-Submitted-CFC-Required-by-9-15-19,3,vulnerable
view_vulnerable_1562290823_10_3_30+WAYNE+PL+SAN+FRANCISCO+Permit-Submitted-CFC-Required-by-9-15-19.jpg,C:\Users\Anton\OneDrive\GitHub\eqanalytics\Data\Street_View_Images/vulnerable/Permit-Submitted-CFC-Required-by-9-15-19\view_vulnerable_1562290823_10_3_30+WAYNE+PL+SAN+FRANCISCO+Permit-Submitted-CFC-Required-by-9-15-19.jpg,Permit-Submitted-CFC-Required-by-9-15-19,3,vulnerable
view_vulnerable_1562290823_10_3_1342+MASON+ST+SAN+FRANCISCO+Permit-Submitted-CFC-Required-by-9-15-19.jpg,C:\Users\Anton\OneDrive\GitHub\eqanalytics\Data\Street_View_Images/vulnerable/Permit-Submitted-CFC-Required-by-9-15-19\view_vulnerable_1562290823_10_3_1342+MASON+ST+SAN+FRANCISCO+Permit-Submitted-CFC-Required-by-9-15-19.jpg,Permit-Submitted-CFC-Required-by-9-15-19,3,vulnerable
view_vulnerable_1562290823_10_3_37+JOHN+ST+SAN+FRANCISCO+Permit-Submitted-CFC-Required-by-9-15-19.jpg,C:\Users\Anton\OneDrive\GitHub\eqanalytics\Data\Street_View_Images/vulnerable/Permit-Submitted-CFC-Required-by-9-15-19\view_vulnerable_1562290823_10_3_37+JOHN+ST+SAN+FRANCISCO+Permit-Submitted-CFC-Required-by-9-15-19.jpg,Permit-Submitted-CFC-Required-by-9-15-19,3,vulnerable
view_vulnerable_1562290823_10_3_1351+MASON+ST+SAN+FRANCISCO+Permit-Submitted-CFC-Required-by-9-15-19.jpg,C:\Users\Anton\OneDrive\GitHub\eqanalytics\Data\Street_View_Images/vulnerable/Permit-Submitted-CFC-Required-by-9-15-19\view_vulnerable_1562290823_10_3_1351+MASON+ST+SAN+FRANCISCO+Permit-Submitted-CFC-Required-by-9-15-19.jpg,Permit-Submitted-CFC-Required-by-9-15-19,3,vulnerable
view_vulnerable_1562290823_10_3_1030+JACKSON+ST+SAN+FRANCISCO+Permit-Submitted-CFC-Required-by-9-15-19.jpg,C:\Users\Anton\OneDrive\GitHub\eqanalytics\Data\Street_View_Images/vulnerable/Permit-Submitted-CFC-Required-by-9-15-19\view_vulnerable_1562290823_10_3_1030+JACKSON+ST+SAN+FRANCISCO+Permit-Submitted-CFC-Required-by-9-15-19.jpg,Permit-Submitted-CFC-Required-by-9-15-19,3,vulnerable
view_vulnerable_1562290823_10_3_1180+JACKSON+ST+SAN+FRANCISCO+Permit-Submitted-CFC-Required-by-9-15-19.jpg,C:\Users\Anton\OneDrive\GitHub\eqanalytics\Data\Street_View_Images/vulnerable/Permit-Submitted-CFC-Required-by-9-15-19\view_vulnerable_1562290823_10_3_1180+JACKSON+ST+SAN+FRANCISCO+Permit-Submitted-CFC-Required-by-9-15-19.jpg,Permit-Submitted-CFC-Required-by-9-15-19,3,vulnerable
view_vulnerable_1562290823_10_3_1134+JACKSON+ST+SAN+FRANCISCO+Permit-Submitted-CFC-Required-by-9-15-19.jpg,C:\Users\Anton\OneDrive\GitHub\eqanalytics\Data\Street_View_Images/vulnerable/Permit-Submitted-CFC-Required-by-9-15-19\view_vulnerable_1562290823_10_3_1134+JACKSON+ST+SAN+FRANCISCO+Permit-Submitted-CFC-Required-by-9-15-19.jpg,Permit-Submitted-CFC-Required-by-9-15-19,3,vulnerable
view_vulnerable_1562290823_10_3_1234+JACKSON+ST+SAN+FRANCISCO+Permit-Submitted-CFC-Required-by-9-15-19.jpg,C:\Users\Anton\OneDrive\GitHub\eqanalytics\Data\Street_View_Images/vulnerable/Permit-Submitted-CFC-Required-by-9-15-19\view_vulnerable_1562290823_10_3_1234+JACKSON+ST+SAN+FRANCISCO+Permit-Submitted-CFC-Required-by-9-15-19.jpg,Permit-Submitted-CFC-Required-by-9-15-19,3,vulnerable
view_vulnerable_1562290823_10_3_1276+JACKSON+ST+SAN+FRANCISCO+Permit-Submitted-CFC-Required-by-9-15-19.jpg,C:\Users\Anton\OneDrive\GitHub\eqanalytics\Data\Street_View_Images/vulnerable/Permit-Submitted-CFC-Required-by-9-15-19\view_vulnerable_1562290823_10_3_1276+JACKSON+ST+SAN+FRANCISCO+Permit-Submitted-CFC-Required-by-9-15-19.jpg,Permit-Submitted-CFC-Required-by-9-15-19,3,vulnerable
view_vulnerable_1562290823_10_3_1230+JACKSON+ST+SAN+FRANCISCO+Permit-Submitted-CFC-Required-by-9-15-19.jpg,C:\Users\Anton\OneDrive\GitHub\eqanalytics\Data\Street_View_Images/vulnerable/Permit-Submitted-CFC-Required-by-9-15-19\view_vulnerable_1562290823_10_3_1230+JACKSON+ST+SAN+FRANCISCO+Permit-Submitted-CFC-Required-by-9-15-19.jpg,Permit-Submitted-CFC-Required-by-9-15-19,3,vulnerable
view_vulnerable_1562290823_10_3_1520+LEAVENWORTH+ST+SAN+FRANCISCO+Permit-Submitted-CFC-Required-by-9-15-19.jpg,C:\Users\Anton\OneDrive\GitHub\eqanalytics\Data\Street_View_Images/vulnerable/Permit-Submitted-CFC-Required-by-9-15-19\view_vulnerable_1562290823_10_3_1520+LEAVENWORTH+ST+SAN+FRANCISCO+Permit-Submitted-CFC-Required-by-9-15-19.jpg,Permit-Submitted-CFC-Required-by-9-15-19,3,vulnerable
view_vulnerable_1562290823_10_3_1547+LEAVENWORTH+ST+SAN+FRANCISCO+Permit-Submitted-CFC-Required-by-9-15-19.jpg,C:\Users\Anton\OneDrive\GitHub\eqanalytics\Data\Street_View_Images/vulnerable/Permit-Submitted-CFC-Required-by-9-15-19\view_vulnerable_1562290823_10_3_1547+LEAVENWORTH+ST+SAN+FRANCISCO+Permit-Submitted-CFC-Required-by-9-15-19.jpg,Permit-Submitted-CFC-Required-by-9-15-19,3,vulnerable
view_vulnerable_1562290823_10_3_1535+LEAVENWORTH+ST+SAN+FRANCISCO+Permit-Submitted-CFC-Required-by-9-15-19.jpg,C:\Users\Anton\OneDrive\GitHub\eqanalytics\Data\Street_View_Images/vulnerable/Permit-Submitted-CFC-Required-by-9-15-19\view_vulnerable_1562290823_10_3_1535+LEAVENWORTH+ST+SAN+FRANCISCO+Permit-Submitted-CFC-Required-by-9-15-19.jpg,Permit-Submitted-CFC-Required-by-9-15-19,3,vulnerable
view_vulnerable_1562290823_10_3_1551+HYDE+ST+SAN+FRANCISCO+Permit-Submitted-CFC-Required-by-9-15-19.jpg,C:\Users\Anton\OneDrive\GitHub\eqanalytics\Data\Street_View_Images/vulnerable/Permit-Submitted-CFC-Required-by-9-15-19\view_vulnerable_1562290823_10_3_1551+HYDE+ST+SAN+FRANCISCO+Permit-Submitted-CFC-Required-by-9-15-19.jpg,Permit-Submitted-CFC-Required-by-9-15-19,3,vulnerable
view_vulnerable_1562290823_10_3_1481+JACKSON+ST+SAN+FRANCISCO+Permit-Submitted-CFC-Required-by-9-15-19.jpg,C:\Users\Anton\OneDrive\GitHub\eqanalytics\Data\Street_View_Images/vulnerable/Permit-Submitted-CFC-Required-by-9-15-19\view_vulnerable_1562290823_10_3_1481+JACKSON+ST+SAN+FRANCISCO+Permit-Submitted-CFC-Required-by-9-15-19.jpg,Permit-Submitted-CFC-Required-by-9-15-19,3,vulnerable
view_vulnerable_1562290823_10_3_1415+LEAVENWORTH+ST+SAN+FRANCISCO+Permit-Submitted-CFC-Required-by-9-15-19.jpg,C:\Users\Anton\OneDrive\GitHub\eqanalytics\Data\Street_View_Images/vulnerable/Permit-Submitted-CFC-Required-by-9-15-19\view_vulnerable_1562290823_10_3_1415+LEAVENWORTH+ST+SAN+FRANCISCO+Permit-Submitted-CFC-Required-by-9-15-19.jpg,Permit-Submitted-CFC-Required-by-9-15-19,3,vulnerable
view_vulnerable_1562290823_10_3_1445+LEAVENWORTH+ST+SAN+FRANCISCO+Permit-Submitted-CFC-Required-by-9-15-19.jpg,C:\Users\Anton\OneDrive\GitHub\eqanalytics\Data\Street_View_Images/vulnerable/Permit-Submitted-CFC-Required-by-9-15-19\view_vulnerable_1562290823_10_3_1445+LEAVENWORTH+ST+SAN+FRANCISCO+Permit-Submitted-CFC-Required-by-9-15-19.jpg,Permit-Submitted-CFC-Required-by-9-15-19,3,vulnerable
view_vulnerable_1562290823_10_3_1340+WASHINGTON+ST+SAN+FRANCISCO+Permit-Submitted-CFC-Required-by-9-15-19.jpg,C:\Users\Anton\OneDrive\GitHub\eqanalytics\Data\Street_View_Images/vulnerable/Permit-Submitted-CFC-Required-by-9-15-19\view_vulnerable_1562290823_10_3_1340+WASHINGTON+ST+SAN+FRANCISCO+Permit-Submitted-CFC-Required-by-9-15-19.jpg,Permit-Submitted-CFC-Required-by-9-15-19,3,vulnerable
view_vulnerable_1562290823_10_3_1149+JACKSON+ST+SAN+FRANCISCO+Permit-Submitted-CFC-Required-by-9-15-19.jpg,C:\Users\Anton\OneDrive\GitHub\eqanalytics\Data\Street_View_Images/vulnerable/Permit-Submitted-CFC-Required-by-9-15-19\view_vulnerable_1562290823_10_3_1149+JACKSON+ST+SAN+FRANCISCO+Permit-Submitted-CFC-Required-by-9-15-19.jpg,Permit-Submitted-CFC-Required-by-9-15-19,3,vulnerable
view_vulnerable_1562290823_10_3_1230+WASHINGTON+ST+SAN+FRANCISCO+Permit-Submitted-CFC-Required-by-9-15-19.jpg,C:\Users\Anton\OneDrive\GitHub\eqanalytics\Data\Street_View_Images/vulnerable/Permit-Submitted-CFC-Required-by-9-15-19\view_vulnerable_1562290823_10_3_1230+WASHINGTON+ST+SAN+FRANCISCO+Permit-Submitted-CFC-Required-by-9-15-19.jpg,Permit-Submitted-CFC-Required-by-9-15-19,3,vulnerable
view_vulnerable_1562290823_10_3_1420+JONES+ST+SAN+FRANCISCO+Permit-Submitted-CFC-Required-by-9-15-19.jpg,C:\Users\Anton\OneDrive\GitHub\eqanalytics\Data\Street_View_Images/vulnerable/Permit-Submitted-CFC-Required-by-9-15-19\view_vulnerable_1562290823_10_3_1420+JONES+ST+SAN+FRANCISCO+Permit-Submitted-CFC-Required-by-9-15-19.jpg,Permit-Submitted-CFC-Required-by-9-15-19,3,vulnerable
view_vulnerable_1562290823_10_3_1315+TAYLOR+ST+SAN+FRANCISCO+Permit-Submitted-CFC-Required-by-9-15-19.jpg,C:\Users\Anton\OneDrive\GitHub\eqanalytics\Data\Street_View_Images/vulnerable/Permit-Submitted-CFC-Required-by-9-15-19\view_vulnerable_1562290823_10_3_1315+TAYLOR+ST+SAN+FRANCISCO+Permit-Submitted-CFC-Required-by-9-15-19.jpg,Permit-Submitted-CFC-Required-by-9-15-19,3,vulnerable
view_vulnerable_1562290823_10_3_1224+WASHINGTON+ST+SAN+FRANCISCO+Permit-Submitted-CFC-Required-by-9-15-19.jpg,C:\Users\Anton\OneDrive\GitHub\eqanalytics\Data\Street_View_Images/vulnerable/Permit-Submitted-CFC-Required-by-9-15-19\view_vulnerable_1562290823_10_3_1224+WASHINGTON+ST+SAN+FRANCISCO+Permit-Submitted-CFC-Required-by-9-15-19.jpg,Permit-Submitted-CFC-Required-by-9-15-19,3,vulnerable
view_vulnerable_1562290823_10_3_1050+CLAY+ST+SAN+FRANCISCO+Permit-Submitted-CFC-Required-by-9-15-19.jpg,C:\Users\Anton\OneDrive\GitHub\eqanalytics\Data\Street_View_Images/vulnerable/Permit-Submitted-CFC-Required-by-9-15-19\view_vulnerable_1562290823_10_3_1050+CLAY+ST+SAN+FRANCISCO+Permit-Submitted-CFC-Required-by-9-15-19.jpg,Permit-Submitted-CFC-Required-by-9-15-19,3,vulnerable
view_vulnerable_1562290823_10_3_1067+WASHINGTON+ST+SAN+FRANCISCO+Permit-Submitted-CFC-Required-by-9-15-19.jpg,C:\Users\Anton\OneDrive\GitHub\eqanalytics\Data\Street_View_Images/vulnerable/Permit-Submitted-CFC-Required-by-9-15-19\view_vulnerable_1562290823_10_3_1067+WASHINGTON+ST+SAN+FRANCISCO+Permit-Submitted-CFC-Required-by-9-15-19.jpg,Permit-Submitted-CFC-Required-by-9-15-19,3,vulnerable
view_vulnerable_1562290823_10_3_1085+WASHINGTON+ST+SAN+FRANCISCO+Permit-Submitted-CFC-Required-by-9-15-19.jpg,C:\Users\Anton\OneDrive\GitHub\eqanalytics\Data\Street_View_Images/vulnerable/Permit-Submitted-CFC-Required-by-9-15-19\view_vulnerable_1562290823_10_3_1085+WASHINGTON+ST+SAN+FRANCISCO+Permit-Submitted-CFC-Required-by-9-15-19.jpg,Permit-Submitted-CFC-Required-by-9-15-19,3,vulnerable
