BLOCK,LOT,PROPERTY,SUBJECT TO THE PROGRAM Y/N,TIER,STATUS,BOS DISTRICT
3568,45,467 GUERRERO ST,Y,3,"Work Complete, CFC Issued",8
3568,37,3454 17TH ST,Y,3,"Work Complete, CFC Issued",8
3568,56,50 CAMP ST,Y,3,"Work Complete, CFC Issued",8
3574,4,2108 FOLSOM ST,Y,3,"Work Complete, CFC Issued",9
3574,3,2106 FOLSOM ST,Y,3,"Work Complete, CFC Issued",9
3574,2,2104 FOLSOM ST,Y,3,"Work Complete, CFC Issued",9
3575,5,624 SOUTH VAN NESS AV,Y,3,"Work Complete, CFC Issued",9
3577,20,3572 18TH ST,Y,3,"Work Complete, CFC Issued",8
3578,8,544 GUERRERO ST,Y,3,"Work Complete, CFC Issued",8
3578,5,524 GUERRERO ST,Y,3,"Work Complete, CFC Issued",8
3578,71,3549 17TH ST,Y,3,"Work Complete, CFC Issued",8
3578,10,562 GUERRERO ST,Y,3,"Work Complete, CFC Issued",8
3578,28,487 DOLORES ST,Y,3,"Work Complete, CFC Issued",8
3579,001B,416 DOLORES ST,Y,3,"Work Complete, CFC Issued",8
3579,23,3681 17TH ST,Y,3,"Work Complete, CFC Issued",8
3580,29,467 SANCHEZ ST,Y,3,"Work Complete, CFC Issued",8
3580,48,250 DORLAND ST,Y,3,"Work Complete, CFC Issued",8
3580,37,239 DORLAND ST,Y,3,"Work Complete, CFC Issued",8
3580,34,267 DORLAND ST,Y,3,"Work Complete, CFC Issued",8
3581,83,3823 17TH ST,Y,3,"Work Complete, CFC Issued",8
3582,001A,406 NOE ST,Y,3,"Work Complete, CFC Issued",8
3582,77,3969 17TH ST,Y,3,"Work Complete, CFC Issued",8
3583,22,187 HARTFORD ST,Y,3,"Work Complete, CFC Issued",8
3584,85,3951 18TH ST,Y,3,"Work Complete, CFC Issued",8
3585,2,626 CHURCH ST,Y,3,"Work Complete, CFC Issued",8
3585,94,3822 19TH ST,Y,3,"Work Complete, CFC Issued",8
3585,108,690 CHURCH ST,Y,3,"Work Complete, CFC Issued",8
3587,31,585 DOLORES ST,Y,3,"Work Complete, CFC Issued",8
3587,54,36 OAKWOOD ST,Y,3,"Work Complete, CFC Issued",8
3587,50,3659 18TH ST,Y,3,"Work Complete, CFC Issued",8
3587,4,620 GUERRERO ST,Y,3,"Work Complete, CFC Issued",8
3588,063A,16 LINDA ST,Y,3,"Work Complete, CFC Issued",8
3588,22,63 LAPIDGE ST,Y,3,"Work Complete, CFC Issued",8
3588,001A,3521 18TH ST,Y,3,"Work Complete, CFC Issued",8
3589,107,3435 18TH ST,Y,3,"Work Complete, CFC Issued",9
3590,64,307 CAPP ST,Y,3,"Work Complete, CFC Issued",9
3590,18,396 CAPP ST,Y,3,"Work Complete, CFC Issued",9
3590,62,319 CAPP ST,Y,3,"Work Complete, CFC Issued",9
3594,33,528 SHOTWELL ST,Y,3,"Work Complete, CFC Issued",9
3594,44,559 SHOTWELL ST,Y,3,"Work Complete, CFC Issued",9
3597,52,140 LINDA ST,Y,3,"Work Complete, CFC Issued",8
3597,57,3579 19TH ST,Y,3,"Work Complete, CFC Issued",8
3597,31,775 GUERRERO ST,Y,3,"Work Complete, CFC Issued",8
3597,42,711 GUERRERO ST,Y,3,"Work Complete, CFC Issued",8
3597,48,164 LINDA ST,Y,3,"Work Complete, CFC Issued",8
3597,49,158 LINDA ST,Y,3,"Work Complete, CFC Issued",8
3597,32,761 GUERRERO ST,Y,3,"Work Complete, CFC Issued",8
3598,27,675 DOLORES ST,Y,3,"Work Complete, CFC Issued",8
3598,47,20 CUMBERLAND ST,Y,3,"Work Complete, CFC Issued",8
3598,003B,744 GUERRERO ST,Y,3,"Work Complete, CFC Issued",8
3598,8,780 GUERRERO ST,Y,3,"Work Complete, CFC Issued",8
3598,57,90 CUMBERLAND ST,Y,3,"Work Complete, CFC Issued",8
3602,69,643 CASTRO ST,Y,3,"Work Complete, CFC Issued",8
3602,70,637 CASTRO ST,Y,3,"Work Complete, CFC Issued",8
3603,82,4153 20TH ST,Y,3,"Work Complete, CFC Issued",8
3605,72,3939 20TH ST,Y,3,"Work Complete, CFC Issued",8
3605,63,3945 20TH ST,Y,3,"Work Complete, CFC Issued",8
3606,23,3560 21ST ST,Y,3,"Work Complete, CFC Issued",8
3606,12,784 DOLORES ST,Y,3,"Work Complete, CFC Issued",8
3606,85,240 LIBERTY ST,Y,3,"Work Complete, CFC Issued",8
3607,15,3424 21ST ST,Y,3,"Work Complete, CFC Issued",8
3607,16,3430 21ST ST,Y,3,"Work Complete, CFC Issued",8
3608,24,3380 21ST ST,Y,3,"Work Complete, CFC Issued",8
3608,73,14 LIBERTY ST,Y,3,"Work Complete, CFC Issued",8
3610,41,563 CAPP ST ,Y,3,"Work Complete, CFC Issued",9
3611,34,604 SHOTWELL ST,Y,3,"Work Complete, CFC Issued",9
3613,52,835 TREAT AV,Y,3,"Work Complete, CFC Issued",9
3613,25,2541 FOLSOM ST,Y,3,"Work Complete, CFC Issued",9
3613,22,2567 FOLSOM ST,Y,3,"Work Complete, CFC Issued",9
3613,16,2936 22ND ST,Y,3,"Work Complete, CFC Issued",9
3613,36,820 TREAT AV,Y,3,"Work Complete, CFC Issued",9
3614,18,3068 22ND ST,Y,3,"Work Complete, CFC Issued",9
3614,22,1073 SOUTH VAN NESS AV,Y,3,"Work Complete, CFC Issued",9
3614,73,1025 SOUTH VAN NESS AV,Y,3,"Work Complete, CFC Issued",9
3614,34,722 SHOTWELL ST,Y,3,"Work Complete, CFC Issued",9
3614,55,3025 21ST ST,Y,3,"Work Complete, CFC Issued",9
3614,17,3050 22ND ST,Y,3,"Work Complete, CFC Issued",9
3614,40,778 SHOTWELL ST,Y,3,"Work Complete, CFC Issued",9
3615,38,654 CAPP ST,Y,3,"Work Complete, CFC Issued",9
3615,51,633 CAPP ST,Y,3,"Work Complete, CFC Issued",9
3617,59,943 GUERRERO ST,Y,3,"Work Complete, CFC Issued",8
3617,060A,939 GUERRERO ST,Y,3,"Work Complete, CFC Issued",8
3618,21,3488 22ND ST,Y,3,"Work Complete, CFC Issued",8
3618,53,83 FAIR OAKS ST,Y,3,"Work Complete, CFC Issued",8
3618,24,875 DOLORES ST,Y,3,"Work Complete, CFC Issued",8
3619,34,985 CHURCH ST,Y,3,"Work Complete, CFC Issued",8
3619,16,878 DOLORES ST,Y,3,"Work Complete, CFC Issued",8
3619,42,947 CHURCH ST,Y,3,"Work Complete, CFC Issued",8
3620,77,3618 22ND ST,Y,3,"Work Complete, CFC Issued",8
3620,5,300 HILL ST,Y,3,"Work Complete, CFC Issued",8
3621,84,490 HILL ST,Y,3,"Work Complete, CFC Issued",8
3628,14,1090 CHURCH ST,Y,3,"Work Complete, CFC Issued",8
3631,27,937 DOLORES ST,Y,3,"Work Complete, CFC Issued",8
3631,2,106 FAIR OAK ST,Y,3,"Work Complete, CFC Issued",8
3631,24,951A DOLORES ST,Y,3,"Work Complete, CFC Issued",8
3632,4,1028 GUERRERO ST,Y,3,"Work Complete, CFC Issued",8
3633,9,46 ALVARADO ST,Y,3,"Work Complete, CFC Issued",8
3634,6,3520 23RD ST,Y,3,"Work Complete, CFC Issued",8
3634,12,3550 23RD ST,Y,3,"Work Complete, CFC Issued",8
3635,12,1168 VALENCIA ST,Y,3,"Work Complete, CFC Issued",8
3636,40,181 BARTLETT ST,Y,3,"Work Complete, CFC Issued",9
3637,48,759 CAPP ST,Y,3,"Work Complete, CFC Issued",9
3637,012A,1166 SOUTH VAN NESS AV,Y,3,"Work Complete, CFC Issued",9
3637,16,1186 SOUTH VAN NESS AV,Y,3,"Work Complete, CFC Issued",9
3637,7,1130 SOUTH VAN NESS AV,Y,3,"Work Complete, CFC Issued",9
3637,2,1106 SOUTH VAN NESS AV,Y,3,"Work Complete, CFC Issued",9
3637,60,711 CAPP ST,Y,3,"Work Complete, CFC Issued",9
3638,30,1169 SOUTH VAN NESS AV,Y,3,"Work Complete, CFC Issued",9
3641,58,945 SHOTWELL ST,Y,3,"Work Complete, CFC Issued",9
3642,40,846 CAPP ST,Y,3,"Work Complete, CFC Issued",9
3643,40,259 BARTLETT ST,Y,3,"Work Complete, CFC Issued",9
3644,4,1234 VALENCIA ST,Y,3,"Work Complete, CFC Issued",8
3644,13,3440 24TH ST,Y,3,"Work Complete, CFC Issued",8
3645,15,1181 GUERRERO ST,Y,3,"Work Complete, CFC Issued",8
3646,16,1123 GUERRERO ST,Y,3,"Work Complete, CFC Issued",8
3646,22,3543 23RD ST,Y,3,"Work Complete, CFC Issued",8
3647,16,3632 24TH ST,Y,3,"Work Complete, CFC Issued",8
3648,20,1093 DOLORES ST,Y,3,"Work Complete, CFC Issued",8
3648,23,1065 DOLORES ST,Y,3,"Work Complete, CFC Issued",8
3648,7,220 FAIR OAKS ST,Y,3,"Work Complete, CFC Issued",8
3649,13,3716 24TH ST,Y,3,"Work Complete, CFC Issued",8
3651,19,3830 24TH ST,Y,3,"Work Complete, CFC Issued",8
3652,51,382 ELIZABETH ST,Y,3,"Work Complete, CFC Issued",8
3653,27,1013 NOE ST,Y,3,"Work Complete, CFC Issued",8
3654,25,481 ELIZABETH ST,Y,3,"Work Complete, CFC Issued",8
3655,9,1042 NOE ST,Y,3,"Work Complete, CFC Issued",8
3656,2,1060 NOE ST,Y,3,"Work Complete, CFC Issued",8
3726,60,526 NATOMA ST,Y,3,"Work Complete, CFC Issued",6
3726,45,547 NATOMA ST,Y,3,"Work Complete, CFC Issued",6
3729,57,249 09TH ST,Y,3,"Work Complete, CFC Issued",6
3730,94,24 LANGTON ST,Y,3,"Work Complete, CFC Issued",6
3731,41,219 07TH ST,Y,3,"Work Complete, CFC Issued",6
3731,110,84 HARRIET ST,Y,3,"Work Complete, CFC Issued",6
3731,054A,70 MOSS ST,Y,3,"Work Complete, CFC Issued",6
3732,67,452 CLEMENTINA ST,Y,3,"Work Complete, CFC Issued",6
3749,13,29 GUY PL,Y,3,"Work Complete, CFC Issued",6
3749,47,66 LANSING ST,Y,3,"Work Complete, CFC Issued",6
3753,9,388 05TH ST,Y,3,"Work Complete, CFC Issued",6
3775,39,45 SOUTH PARK ,Y,3,"Work Complete, CFC Issued",6
3779,95,19 BOARDMAN PL,Y,3,"Work Complete, CFC Issued",6
3983,8,160 CONNECTICUT ST,Y,3,"Work Complete, CFC Issued",10
4000,011B,1106 18TH ST,Y,3,"Work Complete, CFC Issued",10
4002,13,1304 18TH ST,Y,3,"Work Complete, CFC Issued",10
4004,11,272 CONNECTICUT ST,Y,3,"Work Complete, CFC Issued",10
4026,8,601 POTRERO AV,Y,3,"Work Complete, CFC Issued",10
4031,30,670 DE HARO ST,Y,3,"Work Complete, CFC Issued",10
4035,5,324 CONNECTICUT ST,Y,3,"Work Complete, CFC Issued",10
4039,32,328 PENNSYLVANIA AV,Y,3,"Work Complete, CFC Issued",10
4039,30,320 PENNSYLVANIA AV,Y,3,"Work Complete, CFC Issued",10
4070,76,645 CAROLINA ST,Y,3,"Work Complete, CFC Issued",10
4070,25,536 WISCONSIN ST,Y,3,"Work Complete, CFC Issued",10
4070,49,1802 20TH ST,Y,3,"Work Complete, CFC Issued",10
4071,47,672 CAROLINA ST,Y,3,"Work Complete, CFC Issued",10
4071,43,666A CAROLINA ST,Y,3,"Work Complete, CFC Issued",10
4073,018B,741 KANSAS ST,Y,3,"Work Complete, CFC Issued",10
4074,11,766 KANSAS ST,Y,3,"Work Complete, CFC Issued",10
4085,20,2844 21ST ST,Y,3,"Work Complete, CFC Issued",9
4086,6,2258 BRYANT ST,Y,3,"Work Complete, CFC Issued",9
4086,006B,2266 BRYANT ST,Y,3,"Work Complete, CFC Issued",9
4089,35,819 HAMPSHIRE ST,Y,3,"Work Complete, CFC Issued",9
4094,65,813 KANSAS ST,Y,3,"Work Complete, CFC Issued",10
4095,31,990 DE HARO ST,Y,3,"Work Complete, CFC Issued",10
4096,93,1919 20TH ST,Y,3,"Work Complete, CFC Issued",10
4100,45,695 CONNECTICUT ST,Y,3,"Work Complete, CFC Issued",10
4142,15,980 POTRERO AV,Y,3,"Work Complete, CFC Issued",9
4142,23,2630 22ND ST,Y,3,"Work Complete, CFC Issued",9
4146,31,927 ALABAMA ST,Y,3,"Work Complete, CFC Issued",9
4148,025A,2625 HARRISON ST,Y,3,"Work Complete, CFC Issued",9
4150,14,2856 23RD ST,Y,3,"Work Complete, CFC Issued",9
4153,32,1001 HAMPSHIRE ST,Y,3,"Work Complete, CFC Issued",9
4153,16,2700 23RD ST,Y,3,"Work Complete, CFC Issued",9
4217,12,2120 24TH ST,Y,3,"Work Complete, CFC Issued",10
4259,18,1367 RHODE ISLAND ST,Y,3,"Work Complete, CFC Issued",10
4264,019A,2615 24TH ST,Y,3,"Work Complete, CFC Issued",10
4265,8,1295 HAMPSHIRE ST,Y,3,"Work Complete, CFC Issued",9
4271,25,2959 HARRISON ST,Y,3,"Work Complete, CFC Issued",9
4273,13,2950 26TH ST ,Y,3,"Work Complete, CFC Issued",9
4275,012E,2810 26TH ST,Y,3,"Work Complete, CFC Issued",9
4276,32,1358 POTRERO AV,Y,3,"Work Complete, CFC Issued",9
4276,19,1350 POTRERO AV,Y,3,"Work Complete, CFC Issued",9
4280,26,1414 KANSAS ST,Y,3,"Work Complete, CFC Issued",10
4281A,4,1418 RHODE ISLAND ST,Y,3,"Work Complete, CFC Issued",10
4335,4,2815 BRYANT ST,Y,3,"Work Complete, CFC Issued",9
4338,27,3037 HARRISON ST,Y,3,"Work Complete, CFC Issued",9
4713,9,25 ROSIE LEE LN,Y,3,"Work Complete, CFC Issued",10
4713,9,15 LILLIAN ST,Y,3,"Work Complete, CFC Issued",10
4713,9,40 BEATRICE LN,Y,3,"Work Complete, CFC Issued",10
4715,12,60 OSCEOLA CT,Y,3,"Work Complete, CFC Issued",10
4720,12,65 REUEL CT,Y,3,"Work Complete, CFC Issued",10
4720,29,1 REUEL CT,Y,3,"Work Complete, CFC Issued",10
5353B,16,536 THORNTON AV,Y,3,"Work Complete, CFC Issued",10
5503,16,3129 FOLSOM ST,Y,3,"Work Complete, CFC Issued",9
5518,1,10 COSO AV,Y,3,"Work Complete, CFC Issued",9
5518,21,22 PRECITA AV,Y,3,"Work Complete, CFC Issued",9
5529,51,165 PERALTA AV,Y,3,"Work Complete, CFC Issued",9
5610,26,1 COLERIDGE ST,Y,3,"Work Complete, CFC Issued",9
5611,029A,61 PROSPECT AV,Y,3,"Work Complete, CFC Issued",9
5642,44,17 GODEUS ST,Y,3,"Work Complete, CFC Issued",9
5643,18,269 COLERIDGE ST,Y,3,"Work Complete, CFC Issued",9
5686,43,1200 CORTLAND AV,Y,3,"Work Complete, CFC Issued",9
5843,17,330 ALEMANY BL,Y,3,"Work Complete, CFC Issued",9
5856,28,40 GAVEN ST,Y,3,"Work Complete, CFC Issued",9
5925,15,24 FELTON ST,Y,3,"Work Complete, CFC Issued",9
6084,19,15 RUSSIA AV,Y,3,"Work Complete, CFC Issued",11
6156,28,3190 SAN BRUNO AV,Y,3,"Work Complete, CFC Issued",9
6172,19,3326 SAN BRUNO AV,Y,3,"Work Complete, CFC Issued",10
6249,5,514 VISITACION AV,Y,3,"Work Complete, CFC Issued",10
6414,27,1240 GENEVA AV,Y,3,"Work Complete, CFC Issued",11
6469,15,1 LOWELL ST,Y,3,"Work Complete, CFC Issued",11
6469,016A,5519 MISSION ST,Y,3,"Work Complete, CFC Issued",11
6470,001C,5625 MISSION ST,Y,3,"Work Complete, CFC Issued",11
6501,45,669 GRAND VIEW AV,Y,3,"Work Complete, CFC Issued",8
6501,52,695 GRAND VIEW AV,Y,3,"Work Complete, CFC Issued",8
6505,1,4205 24TH ST,Y,3,"Work Complete, CFC Issued",8
6505,25,578 JERSEY ST,Y,3,"Work Complete, CFC Issued",8
6508,6,216 JERSEY ST,Y,3,"Work Complete, CFC Issued",8
6509,14,170 JERSEY ST,Y,3,"Work Complete, CFC Issued",8
6511,27,1147 DOLORES ST,Y,3,"Work Complete, CFC Issued",8
6511,1,306 FAIR OAKS ST,Y,3,"Work Complete, CFC Issued",8
6514,17,267 SAN JOSE AV,Y,3,"Work Complete, CFC Issued",8
6514,024A,215 SAN JOSE AV,Y,3,"Work Complete, CFC Issued",8
6515,2,306 BARTLETT ST,Y,3,"Work Complete, CFC Issued",9
6519,39,1311 SOUTH VAN NESS AV,Y,3,"Work Complete, CFC Issued",9
6520,7,2840 FOLSOM ST,Y,3,"Work Complete, CFC Issued",9
6524,019A,3150 26TH ST,Y,3,"Work Complete, CFC Issued",9
6524,1,1200 TREAT AV,Y,3,"Work Complete, CFC Issued",9
6525,31,1119 SHOTWELL ST,Y,3,"Work Complete, CFC Issued",9
6526,23,1427 SOUTH VAN NESS AV,Y,3,"Work Complete, CFC Issued",9
6527,2,107 CYPRESS ST,Y,3,"Work Complete, CFC Issued",9
6531,020A,371 SAN JOSE AV,Y,3,"Work Complete, CFC Issued",8
6531,20,383 SAN JOSE AV,Y,3,"Work Complete, CFC Issued",8
6532,21,1393 GUERRERO ST,Y,3,"Work Complete, CFC Issued",8
6533,23,479 FAIR OAKS ST,Y,3,"Work Complete, CFC Issued",8
6534,35,1201 DOLORES ST,Y,3,"Work Complete, CFC Issued",8
6537,43,217 JERSEY ST,Y,3,"Work Complete, CFC Issued",8
6539,10,4232 25TH ST,Y,3,"Work Complete, CFC Issued",8
6542,1,4601 25TH ST,Y,3,"Work Complete, CFC Issued",8
6545,61,530 CLIPPER ST,Y,3,"Work Complete, CFC Issued",8
6554,1,301 CLIPPER ST,Y,3,"Work Complete, CFC Issued",8
6565,18,3962 CESAR CHAVEZ ST,Y,3,"Work Complete, CFC Issued",8
6567,22,1349 DOLORES ST,Y,3,"Work Complete, CFC Issued",8
6567,4,1414 GUERRERO ST,Y,3,"Work Complete, CFC Issued",8
6569,20,530 BARTLETT ST,Y,3,"Work Complete, CFC Issued",9
6569,19,520 BARLETT ST,Y,3,"Work Complete, CFC Issued",9
6576,20,1451 GUERRERO ST,Y,3,"Work Complete, CFC Issued",9
6577,32,3763 CESAR CHAVEZ ST,Y,3,"Work Complete, CFC Issued",8
6580,26,1351 NOE ST,Y,3,"Work Complete, CFC Issued",8
6580,19,462 27TH ST,Y,3,"Work Complete, CFC Issued",8
6581,53,524 27TH ST,Y,3,"Work Complete, CFC Issued",8
6590,47,570 DUNCAN ST,Y,3,"Work Complete, CFC Issued",8
6591,010A,416 DUNCAN ST,Y,3,"Work Complete, CFC Issued",8
6593,42,201 27TH ST,Y,3,"Work Complete, CFC Issued",8
6594,22,186 DUNCAN ST,Y,3,"Work Complete, CFC Issued",8
6595,015A,29 27TH ST,Y,3,"Work Complete, CFC Issued",8
6599,37,2 28TH ST,Y,3,"Work Complete, CFC Issued",8
6599,10,60 28TH ST,Y,3,"Work Complete, CFC Issued",8
6600,1,201 DUNCAN ST,Y,3,"Work Complete, CFC Issued",8
6601,43,250 28TH ST,Y,3,"Work Complete, CFC Issued",8
6601,42,246 28TH ST,Y,3,"Work Complete, CFC Issued",8
6601,38,315 DUNCAN ST,Y,3,"Work Complete, CFC Issued",8
6612,15,444 VALLEY ST,Y,3,"Work Complete, CFC Issued",8
6614,3,1606 CHURCH ST,Y,3,"Work Complete, CFC Issued",8
6614,1,1602 CHURCH ST,Y,3,"Work Complete, CFC Issued",8
6615,16,164 VALLEY ST,Y,3,"Work Complete, CFC Issued",8
6615,50,101 28TH ST,Y,3,"Work Complete, CFC Issued",8
6615,39,186 VALLEY ST,Y,3,"Work Complete, CFC Issued",8
6615,034C,143 28TH ST,Y,3,"Work Complete, CFC Issued",8
6615,40,192 VALLEY ST,Y,3,"Work Complete, CFC Issued",8
6616,14,36 VALLEY ST,Y,3,"Work Complete, CFC Issued",8
6621,45,2211 CASTRO ST,Y,3,"Work Complete, CFC Issued",8
6631,1,1604 SANCHEZ ST,Y,3,"Work Complete, CFC Issued",8
6631,3,1630 SANCHEZ ST,Y,3,"Work Complete, CFC Issued",8
6632,38,349 29TH ST,Y,3,"Work Complete, CFC Issued",8
6634,11,52 DAY ST,Y,3,"Work Complete, CFC Issued",8
6634,001B,133 29TH ST,Y,3,"Work Complete, CFC Issued",8
6637,40,147 DAY ST,Y,3,"Work Complete, CFC Issued",8
6637,7,200 30TH ST,Y,3,"Work Complete, CFC Issued",8
6637,36,121 DAY ST,Y,3,"Work Complete, CFC Issued",8
6637,1,1652 DOLORES ST,Y,3,"Work Complete, CFC Issued",8
6653,1,401 30TH ST,Y,3,"Work Complete, CFC Issued",8
6654,001A,6 WHITNEY ST,Y,3,"Work Complete, CFC Issued",8
6657,47,211 30TH ST,Y,3,"Work Complete, CFC Issued",8
6660,48,865 SAN JOSE AV,Y,3,"Work Complete, CFC Issued",9
6665,102,158 LAIDLEY ST,Y,3,"Work Complete, CFC Issued",8
6687,21,3662 MISSION ST,Y,3,"Work Complete, CFC Issued",8
6687,22,3666 MISSION ST,Y,3,"Work Complete, CFC Issued",8
6688,30,55 PARK ST,Y,3,"Work Complete, CFC Issued",8
6692,53,32 RICHLAND AV,Y,3,"Work Complete, CFC Issued",8
6718,16,201 ROANOKE ST,Y,3,"Work Complete, CFC Issued",8
6719,22,455 ARLINGTON ST,Y,3,"Work Complete, CFC Issued",8
6748,57,45 BOSWORTH ST,Y,3,"Work Complete, CFC Issued",8
6748,3,4010 MISSION ST,Y,3,"Work Complete, CFC Issued",8
6750,1,201 BOSWORTH ST,Y,3,"Work Complete, CFC Issued",8
6768,40,130 ACADIA ST,Y,3,"Work Complete, CFC Issued",7
6771,28,295 MONTEREY BL,Y,3,"Work Complete, CFC Issued",7
6937,25,1112 CAPITOL AV,Y,3,"Work Complete, CFC Issued",7
6941,68,1401 OCEAN AV,Y,3,"Work Complete, CFC Issued",7
7066,30,2 NAGLEE AV,Y,3,"Work Complete, CFC Issued",11
7066,34,5556 MISSION ST,Y,3,"Work Complete, CFC Issued",11
7098,001E,11 NAGLEE AV,Y,3,"Work Complete, CFC Issued",11
7098,001E,5604 MISSION ST,Y,3,"Work Complete, CFC Issued",11
7113,45,119 BROAD ST,Y,3,"Work Complete, CFC Issued",11
7515A,1,5070A DIAMOND HEIGHTS BL,Y,3,"Work Complete, CFC Issued",8
7515A,13,5082A DIAMOND HEIGHTS BL,Y,3,"Work Complete, CFC Issued",8
7515A,27,5094A DIAMOND HEIGHTS BL,Y,3,"Work Complete, CFC Issued",8
7515A,59,274 RED ROCK WY,Y,3,"Work Complete, CFC Issued",8
7539,13,5401 DIAMOND HEIGHTS BL,Y,3,"Work Complete, CFC Issued",8
7539,22,5407 DIAMOND HEIGHTS BL,Y,3,"Work Complete, CFC Issued",8
7539,11,5411 DIAMOND HEIGHTS BL,Y,3,"Work Complete, CFC Issued",8
7539,28,1927 DIAMOND ST,Y,3,"Work Complete, CFC Issued",8
7543,100,116 ADDISON ST,Y,3,"Work Complete, CFC Issued",8
1456,32,450 25TH AV,Y,3,"Work Complete, CFC Issued ",1
592,004A,1900 JACKSON ST,Y,3,"Work Complete, No CFC Issued yet",2
820,4,618 FELL ST,Y,3,"Work Complete, No CFC Issued yet",5
830,11,452 OAK ST,Y,3,"Work Complete, No CFC Issued yet",5
1004,20,2024 BRODERICK ST,Y,3,"Work Complete, No CFC Issued yet",2
1225,32,1855 OAK ST,Y,3,"Work Complete, No CFC Issued yet",5
1234,10,1230 HAIGHT ST,Y,3,"Work Complete, No CFC Issued yet",5
1234,24,156 CENTRAL AV,Y,3,"Work Complete, No CFC Issued yet",5
1234,5,1200 HAIGHT ST,Y,3,"Work Complete, No CFC Issued yet",5
1241,009B,65 BUENA VISTA EAST AV,Y,3,"Work Complete, No CFC Issued yet",5
1269,117,225 DOWNEY ST,Y,3,"Work Complete, No CFC Issued yet",5
1418,26,290 16TH AV,Y,3,"Work Complete, No CFC Issued yet",1
1621,1,2201 BALBOA ST,Y,3,"Work Complete, No CFC Issued yet",1
1844,46,425 JUDAH ST,Y,3,"Work Complete, No CFC Issued yet",7
2056,32,1800 20TH AV,Y,3,"Work Complete, No CFC Issued yet",4
2647,18,73 COLLINGWOOD ST,Y,3,"Work Complete, No CFC Issued yet",8
2747,7,30 GRAND VIEW AV,Y,3,"Work Complete, No CFC Issued yet",8
2766,025A,4321 21ST ST,Y,3,"Work Complete, No CFC Issued yet",8
3541,83,69 HENRY ST,Y,3,"Work Complete, No CFC Issued yet",8
3581,34,461 NOE ST,Y,3,"Work Complete, No CFC Issued yet",8
3598,4,750 GUERRERO ST,Y,3,"Work Complete, No CFC Issued yet",8
3630,16,3724 23RD ST,Y,3,"Work Complete, No CFC Issued yet",8
3650,49,1165 CHURCH ST ,Y,3,"Work Complete, No CFC Issued yet",8
3653,16,442 ELIZABETH ST,Y,3,"Work Complete, No CFC Issued yet",8
4031,24,625 RHODE ISLAND ST,Y,3,"Work Complete, No CFC Issued yet",10
5673,1,300 COLERIDGE ST,Y,3,"Work Complete, No CFC Issued yet",9
6578,26,1485 CHURCH ST,Y,3,"Work Complete, No CFC Issued yet",8
6595,001A,556 SAN JOSE AV,Y,3,"Work Complete, No CFC Issued yet",8
6803,10,10 CASTLE MANOR AV,Y,3,"Work Complete, No CFC Issued yet",11
6939,26,210 JULES AV,Y,3,"Work Complete, No CFC Issued yet",7
1537,11,455 07TH AV,Y,3,"Work Complete, No CFC Issued yet ",1
41,15,490 FRANCISCO ST ,Y,4,Non-Compliant,3
52,22,483 FRANCISCO ST,Y,4,Non-Compliant,3
103,39,1539 GRANT AV,Y,4,Non-Compliant,3
145,11,550 BROADWAY ,Y,4,Non-Compliant,3
146,15,1334 STOCKTON ST,Y,4,Non-Compliant,3
146,2,301 COLUMBUS AV,Y,4,Non-Compliant,3
154,7,1400 PACIFIC AV,Y,4,Non-Compliant,3
180,6,1201 POWELL ST,Y,4,Non-Compliant,3
193,25,759 JACKSON ST,Y,4,Non-Compliant,3
212,8,1001 POWELL ST,Y,4,Non-Compliant,3
219,17,1485 CLAY ST,Y,4,Non-Compliant,3
0438A,3,3775 FILLMORE ST,Y,4,Non-Compliant,2
527,9,1510 UNION ST,Y,4,Non-Compliant,2
570,1,2259 VAN NESS AV,Y,4,Non-Compliant,2
684,42,1961 SUTTER ST,Y,4,Non-Compliant,5
692,12,1086 POST ST,Y,4,Non-Compliant,3
730,45,1652 EDDY ST,Y,4,Non-Compliant,5
774,13,1028 STEINER ST ,Y,4,Non-Compliant,5
807,8,560 HAYES ST,Y,4,Non-Compliant,5
818,1,445 OCTAVIA ST,Y,4,Non-Compliant,5
839,6,201 OCTAVIA ST,Y,4,Non-Compliant,5
846,11,720 HAIGHT ST,Y,4,Non-Compliant,5
855,13,57A HAIGHT ST,Y,4,Non-Compliant,5
871,5,1874 MARKET ST,Y,4,Non-Compliant,8
0977C,1,2872 JACKSON ST ,Y,4,Non-Compliant,2
1025,12,2832 CALIFORNIA ST,Y,4,Non-Compliant,2
1028,6,1901 DIVISADERO ST,Y,4,Non-Compliant,2
1204,29,1375 HAYES ST,Y,4,Non-Compliant,5
1205,24,360 BAKER ST,Y,4,Non-Compliant,5
1217,20,300 DIVISADERO ST,Y,4,Non-Compliant,5
1226,38,400 SHRADER ST,Y,4,Non-Compliant,5
1371,24,4950 CALIFORNIA ST,Y,4,Non-Compliant,1
1411,10,2118 CLEMENT ST,Y,4,Non-Compliant,1
1414,21,1828 CLEMENT ST,Y,4,Non-Compliant,1
1426,4,225 07TH AV,Y,4,Non-Compliant,1
1751,23,131 HUGO ST,Y,4,Non-Compliant,5
1803,001A,1306 LA PLAYA,Y,4,Non-Compliant,4
2444,8,2595 43RD AV,Y,4,Non-Compliant,4
2763,24,795 CORBETT AV,Y,4,Non-Compliant,8
3513,52,1307 STEVENSON ST,Y,4,Non-Compliant,6
